Date,Location / Operator,Manufacturer 1,Aircraft Type 1,Manufacturer 2,Aircraft Type 2,Occupants,Occupant Fatalities,Ground Fatalities
4-Jun-33,"Bowling Green, Virginia Eastern Air Transport",pitcairn,pitcairns pa-6 mailwing,,,1,1,0
11-Jun-33,"Glenview, Illinois Palwaukee",sikorsky,sikorsky s-38b (flying boat),,,9,9,0
18-Jul-33,Aegean Sea Societa Anonima Aero Expresso Italiana,cmasa,cmasa wal (flying boat),,,6,6,0
29-Aug-33,"Quay, New Mexico Trans Continental and Western Air",ford,ford 5-at-b tri motor,,,5,5,0
12-Sep-33,"Near Ljubljana, Yugoslavia Aeroput",farman,farman f-306,,,8,8,0
10-Oct-33,"Chesterton, Indiana United Air Lines",boeing,boeing 247,,,10,10,0
31-Oct-33,"Etobon, France Air France",farman,farman f-301,,,5,2,0
9-Nov-33,"Portland, Oregon United Air Lines",boeing,boeing 247,,,10,4,?
10-Nov-33,"Moriarty, New Mexico Trans Continental and Western Air",northrop,northrop delta,,,1,0,0
20-Nov-33,"Near Tsinan, China China National Aviation Corporation",,stinson,,,8,8,?
21-Nov-33,"Near Kharkov, Ukraine, USSR Kalinin",kalinin,kalinin k-7,,,20,14,0
24-Nov-33,"Wedron, Illinois National Air Transport",boeing,boeing 247,,,2,2,0
11-Dec-33,"Hamburg, Germany Deutsche Lufthansa",focke-wulf,focke-wulf a-17,,,10,6,0
14-Dec-33,"Eshowe, South Africa Union Airways",junkers,junkers w-34,,,6,5,0
30-Dec-33,"Near Ruysselede, Belgium Imperial Airways",avro,avro 10,,,10,10,0
15-Jan-34,"Corbigny, France Air France",dewoitine,dewoitine d-332,,,14,14,0
20-Jan-34,"Carombe, France Air France",breguet,breguet 280t,,,2,2,0
23-Feb-34,"Near Salt Lake City, Utah Boeing Aircraft Company",boeing,boeing 247,,,8,8,0
26-Feb-34,"Rio de Oro, Morocco Air France",latécoère,latécoère 28,,,6,1,0
6-Mar-34,"Petersburg, Illinois American Airways",fairchild,fairchild pilgrim 100a,,,4,4,0
10-Mar-34,"Pereira, Colombia Pan American Airways (Scadta)",sikorsky,sikorsky s-38 flying boat,,,6,5,0
22-Mar-34,"Near Lima, Peru Pan American Grace Airlines",ford,ford 5-at-c tri-motor,,,15,3,0
10-Apr-34,"Ningpo Bay, China China National Aviation Corporation",sikorsky,sikorsky s-38bb,,,3,3,0
9-May-34,English Channel Air France,wibault,wibault 282t,,,6,6,0
31-May-34,"Croydon, England Air France",lioré-et-olivier,lioré-et-olivier 213,,,2,2,0
9-Jun-34,"Mongaup Mountain, New York American Airways",curtiss,curtiss condor t-32,,,7,7,0
11-Jun-34,"Junin, Argentina Panagra",ford,ford 5-at-c tri-motor,,,10,6,0
22-Jun-34,"Chausseehausen, Germany Deutsche Lufthansa",dornier,dornier merkur,,,7,1,0
23-Jun-34,"Burbank, California Aerevias Centrales Air Service",lockheed,lockheed orion,,,1,1,0
9-Jul-34,"San Bernardino, California United Air Services",lockheed,lockheed vega,,,4,3,0
27-Jul-34,"Near Tuttlingen, Germany Swissair",curtiss,curtiss at-32c condor,,,12,12,0
5-Aug-34,"Bahia, Brazil Air France",latécoère,latécoère 26,,,2,2,0
10-Aug-34,"Ningbo, China China National Aviation Corporation",sikorsky,sikorsky s-38b,,,?,?,?
31-Aug-34,"Amazonia, Missouri Rapid Air Transport",stinson,stinson sm-6000b,,,5,5,0
2-Oct-34,English Channel Hillman's Airways,de havilland,de havilland 89 dragon rapide,,,7,7,0
3-Oct-34,"Near Winton, Australia Qantas",de havilland,de havilland dh-50a,,,3,3,0
19-Oct-34,"Bass Strait, Australia Holymans Airways",de havilland,de havilland dh-86,,,11,11,0
2-Nov-34,"Kiapit, Australia Holdens Air Transport Service",de havilland,de havilland dh-61,,,4,2,0
15-Nov-34,"Amazonia, Montana Rapid Air Transport",stinson,stinson sm-6000-b,,,2,2,0
15-Nov-34,"Near Longreach, Australia Qantas",de havilland,de havilland dh-86,,,4,4,0
7-Dec-34,"Salchau, Germany Deutsche Lufthansa",junkers,junkers f-13,,,3,3,0
8-Dec-34,"Columbia, Missouri Braniff Airlines",lockheed,lockheed vega 5c,,,1,1,0
10-Dec-34,"Palma Soriano, Cuba Cubana de Aviacion",ford,ford 4-at-e tri-motor,,,8,4,0
20-Dec-34,"Rutbah Wells, Syria KLM Royal Dutch Airlines",douglas,douglas dc-2-115a,,,7,7,0
22-Dec-34,"Sunbright, Tennessee American Airlines",lockheed,lockheed orion 9d,,,1,1,0
31-Dec-34,? Aeroflot,tupolev,tupolev ant-9,,,10,10,0
8-Jan-35,"Near Karachi, Pakistan Indian Air Force",,wapiti,,,2,0,15
26-Jan-35,"Pittsburgh, Pennsylvania Trans Continental and Western Air",consolidated,consolidated fleetster,,,1,1,0
31-Jan-35,"Stettin, Germany Deruluft",junkers,junkers ju-52/3m,,,11,11,0
12-Feb-35,"Off Point Sur, Californiia Military - US Navy",goodyear-zeppelin,goodyear-zeppelin u.s.s. macon (airship),,,83,2,0
7-Mar-35,"Schievelbein, Germany Deruluft",rohrbach,rohrbach roland,,,3,0,0
15-Mar-35,"El Arish, Egypt Misrair",de havilland,de havilland dragon 1,,,6,3,0
29-Mar-35,"Off Samland, Germany Deutsche Lufthansa",junkers,junkers f-13,,,5,5,0
1-Apr-35,"Beauvais, France Air France",farman,farman f-300,,,3,1,0
6-Apr-35,"Brilon, Germany KLM Royal Dutch Airlines",fokker,fokker f-12,,,7,7,0
1-May-35,"Near Walsenberg, Colorado Varney Air Lines",lockheed,lockheed vega,,,1,1,0
6-May-35,"Atlanta, Missouri Trans Continental and Western Air",douglas,douglas dc-2-112,,,14,5,0
18-May-35,"Near Moscow, Russia Gor'ky Eskadril'ya",tupolev,tupolev ant-20,,i-5,50,50,2
18-May-35,"Flint, Michigan Knowles Flying Service of Detroit",ford,ford model 4-at-e,,,12,3,0
27-May-35,"Glendo, Wyoming Wyoming Air Service",boeing,boeing 221,,,1,1,0
28-May-35,"Maywood, Illinois Chicago and Southern Airlines",stinson,stinson sm6000b tri-motor,,,2,2,0
29-May-35,"San Barbra, Honduras ?",,?,,,9,6,0
24-Jun-35,"Medellin, Colombia Servicio Aereo Columbiano / SCADTA",ford,ford tri-motor,ford tri-motor,ford tri-motor c-31,20,17,0
14-Jul-35,"Amsterdam, Netherlands KLM Royal Dutch Airlines",fokker,fokker f-xxii,,,20,6,0
19-Jul-35,"Off Chandeleur Island, Mississippi Wedell-Williams Air Service Corporation",general,general 102-e,,,2,2,0
20-Jul-35,"Pian Giacomo, Switzerland KLM Royal Dutch Airlines",douglas,douglas dc-2,,,13,13,0
23-Jul-35,"Cardiff, United Kingdom Jersey Airways",de havilland,de havilland dh-84 dragon,,,8,1,0
28-Jul-35,"El Retiro, Colombia Fuerza Aerea Colombiana",junkers,junkers w-34,,,5,5,0
7-Aug-35,"Cairo, Egypt Ala Littoria",savoia-marchetti,savoia-marchetti s-66,,,7,7,0
13-Aug-35,"Hangow, China China National Aviation Corporation",sikorsky,sikorsky s-38b,,,?,?,?
14-Aug-35,"Near Gilmer, Texas Delta Air Lines",stinson,stinson model a,,,4,4,0
15-Aug-35,"Walakpa, near Point Barrow, Alaska Private",lockheed,lockheed orion 9e explorer float plane,,,2,2,0
15-Aug-35,"Near Glendo, Wyoming Aero Mayflower Transit Co",waco,"waco, model ylc",,,3,3,0
1-Sep-35,"Burbank, California Western Air Express",boeing,boeing 247,,,3,3,0
13-Sep-35,"Near Tambo, Panama Panama Airways",ford,ford tri-motor,,,8,8,0
2-Oct-35,"Off Finders Island, Victoria, Australia Holyman Airways",de havilland,de havilland dh-86,,,5,5,0
7-Oct-35,"Near Cheyenne, Wyoming United Air Lines",boeing,boeing 247d,,,12,12,0
9-Oct-35,Gulf of Finland Aero O-Y,junkers,junkers f-13,,,6,6,0
21-Oct-35,"Troy, New York Chamberlin Flying Service",curtiss,curtiss at-32c condor,,,6,1,0
30-Oct-35,"Cheyenne, Wyoming United Air Lines",boeing,boeing b-247-d,,,4,4,0
2-Nov-35,"Off Nhambupe, Brazil Air France",latécoère,latécoère 28-1,,,4,4,0
9-Nov-35,"Near Fort Worth, Texas Braniff Airlines",lockheed,lockheed vega,,,1,1,0
9-Nov-35,"Brindisi, Italy Imperial Airways",short,short s-17 kent,,,13,12,0
11-Nov-35,"Istres, France Air France",latécoère,latécoère 28,,,3,3,0
4-Dec-35,"Tours, France Air Bleu",caudron,caudron c-630 simoun,,,2,1,0
10-Dec-35,"Croydon, England Sabena",savoia-marchetti,savoia-marchetti sm73,,,11,11,0
24-Dec-35,"Wroctaw, Poland Deutsche Lufthansa",heinkel,heinkel he-70,,,3,3,0
31-Dec-35,"Off Alexandria, Egypt Imperial Airways",short,short s-8 calcutta flying boat,,,13,12,0
14-Jan-36,"Tres Esquinas, Colombia Military - Fuerza Aerea Colombiana",junkers,junkers ju-52,,,16,13,0
14-Jan-36,"Goodwin, Arkansas American Airlines",douglas,douglas dc-2-120,,,17,17,0
17-Jan-36,"Near Cordillera, Boliva Lloyd Aereo Boliviano",junkers,junkers ju-52,,,13,13,0
21-Jan-36,"Off Ajaccio, Corsica, France Air France",cams,cams 53,,,6,6,0
29-Jan-36,"Denton, Texas American Airlines",vultee,vultee v-1,,,6,1,0
10-Feb-36,Atlantic Ocean Air France,latécoère,latécoère 301 (flying boat),,,6,6,0
15-Feb-36,South Atlantic Ocean Deutsche Lufthansa,dornier,dornier do-j-iif bos wal flying boat,,,4,4,0
5-Mar-36,"Near Tengya, China China National Aviation Corporation",ford,ford 5-at-d tri-motor,,,6,0,0
14-Mar-36,"Ovalle, Chile Lan Chile",fairchild,fairchild fc-2,,,5,5,0
26-Mar-36,"Amemeca, Mexico Mexicana",ford,ford 5-at-b tri motor,,,14,14,0
1-Apr-36,"Pavillon, New York American Airlines",stinson,stinson model a,,,2,2,0
7-Apr-36,"Uniontown, Pennsylvania Trans Continental and Western Air",douglas,douglas dc-2-112,,,14,12,0
11-Apr-36,"Port of Spain, Trinidad Pan American Airways",sikorsky,sikorsky s-42a flying boat,,,25,3,0
15-Apr-36,"Near Turin, Italy Avio Linee Italiane",ofm,ofm f-viib/3m,,,7,7,0
17-Apr-36,"Orvin, Switzerland Deutsche Lufthansa",junkers,junkers ju-52,,,5,3,0
21-Apr-36,"Senlis, France Sabena",fokker,fokker f-vii,,,2,2,0
30-Apr-36,"Basel, Switzerland Swissair",general aviation,general aviation ga-43,,,2,2,0
16-May-36,"Mount Waverley, Australia Holymans Airways",de havilland,de havilland dh-60 moth,,,2,2,0
9-Jun-36,"Malmo, Sweden A B Aerotransport",fokker,fokker f-xxii,,,15,1,0
13-Jun-36,"Hannover, Germany Deutsche Lufthansa",junkers,junkers ju-160,,,6,1,0
16-Jun-36,"Mt. Lihesten, Norway Den Norske Luftfartskole",junkers,junkers ju-52/3m,,,7,7,0
15-Jul-36,"Zagreb, Croatia Aeroput",spartan,spartan cruiser,,,7,7,0
28-Jul-36,"Kulyab, Tajikistan Aeroflot",tupolev,tupolev ant-9,,,6,6,0
31-Jul-36,"Off Channel Islands, Jersey Guernsey Airways",saro,saro a-19 cloud,,,10,10,0
2-Aug-36,"Mazamet, France Air France",wibault,wibault 280 f-anbl,,,3,3,0
3-Aug-36,"Ciudad Serdan,Mexico Mexicana",lockheed,lockheed 9 orion,,,1,1,0
5-Aug-36,"St. Louis, Missouri Chicago Southern Airlines",lockheed,lockheed 10b electra,,,8,8,0
6-Aug-36,"Choco, Colombia SCADTA",junkers,junkers f-13,,,3,2,0
12-Aug-36,"Altenkirchen, Germany British Airways",de havilland,de havilland dh-86,,,2,2,0
22-Aug-36,"Mirabella, Greece Imperial Airways",short,short s-17 kent,,,11,2,0
5-Sep-36,"Near Pittsburgh, Pennsylvania Pittsburgh Skyways Inc.",stinson,stinson sm 6000b,,,11,10,0
24-Sep-36,"Benghazi, Libya Ala Littoria SA",crda cant,crda cant z-506,,,10,9,0
25-Sep-36,English Channel Imperial Airways,boulton and paul,boulton and paul p-71,,,2,2,0
28-Sep-36,"Walsenberg, Colorado Varney Air Lines",lockheed,lockheed 5 vega,,,3,3,0
29-Sep-36,"Napierville, Illinois Blue Bird Air Service",lockheed,lockheed vega 5c,,,4,4,0
6-Oct-36,"Francisco Rueda, Tabasco, Mexico Mexicana",lockheed,lockheed orion,,,1,1,0
9-Oct-36,"Selby, North Yorkshire, United Kingdom North Sea Aerial and General Transport",blackburn,blackburn b-2,,,1,1,0
1-Nov-36,"Near Tabarz, Germany Deutsche Lufthansa",junkers,junkers ju-52,,,15,11,0
17-Nov-36,"Nurnberg, Germany Deutsche Lufthansa",junkers,junkers ju-52/3m,,,16,4,0
19-Nov-36,"London, England British Airways",fokker,fokker f-xii,,,4,2,0
4-Dec-36,"Near Grenoble, France Deutsche Lufthansa",junkers,junkers ju-52/3m,,,6,6,0
6-Dec-36,"Near Moscow, Russia Deruluft",antonov,antonov an-9,,,14,9,0
7-Dec-36,"Off Dakar, French West Africa Air France",latécoère,latécoère 300 (float plane.,,,5,5,0
9-Dec-36,"Croydon, England KLM Royal Dutch Airlines",douglas,douglas dc-2-115e,,,17,15,0
15-Dec-36,"Near Salt Lake City, Utah Western Air Express",boeing,boeing 247d,,,7,7,0
18-Dec-36,"Kellogg, Idaho Northwest Orient Airlines",lockheed,lockheed 10 electra,,,2,2,0
19-Dec-36,"Near Milford, Pennsylvania Eastern Air Lines",douglas,douglas dc-2-112,,,11,0,0
23-Dec-36,"Near Dallas, Texas Braniff Airways",lockheed,lockheed 10 electra,,,6,6,0
26-Dec-36,"Nanking, China China National Aviation Corporation",douglas,douglas dc-2,,,?,?,?
27-Dec-36,"Newhall, California United Air Lines",boeing,boeing 247d,,,12,12,0
11-Jan-37,"Near Playa V icente, Veracruz, Mexico Mexicana",lockheed,lockheed 10e electra,,,9,9,0
12-Jan-37,"Near Newhall, California Western Air Express",boeing,boeing 247d,,,13,5,0
26-Jan-37,"Oran, Algeria Sabena",sabca,sabca s-73,,,12,12,0
9-Feb-37,"Off San Francisco, California United Air Lines",douglas,douglas dc-3a,,,11,11,0
19-Feb-37,"McPherson Ranges, Queensland, Australia Airlines of Australia",stinson,stinson model a,,,7,5,0
12-Mar-37,"Bathurst, Gambia Deutsche Lufthansa",heinkel,heinkel he-111v2,,,4,4,0
24-Mar-37,"Near Ouroux, France Imperial Airways",short,short s-23 (flying boat),,,6,5,0
25-Mar-37,"Clifton, Pennsylvania Trans Continental and Western Air",douglas,douglas dc-2-112,,,13,13,0
26-Mar-37,"Wetnum, Germany Deutsche Lufthansa",junkers,junkers ju-52/3m,,,6,0,0
6-May-37,"Lakehurst, New Jersey Deutsche Zeppelin Reederei",zeppelin,zeppelin lz-129,,,97,35,1
20-May-37,"Stuttgart, Germany Deutsche Lufthansa",heinkel,heinkel he-70,,,4,4,0
2-Jun-37,Desertores Island Región de Los Lagos Fuerzs Aerea De Chile,sikorsky,sirkorsky s-43 (flying boat),,,9,9,0
20-Jun-37,? ENTA,travel air,travel air 6000,,,6,6,?
2-Jul-37,"Off Lae, New Guinea Private - Purdue Reasearch Foundation",lockheed,lockheed 10e electra,,,2,2,0
28-Jul-37,"Hal, Belgium KLM Royal Dutch Airlines",douglas,douglas dc-2-115l,,,15,15,0
2-Aug-37,"Wadi Halfa, Sudan Ala Littoria",savoia-marchetti,savoia-marchetti sm73,,,9,9,0
2-Aug-37,"Off Cristobal, Panama Pan American Grace Airways",sikorsky,sikorsky s-43,,,14,14,0
6-Aug-37,"Bistrita, Romania Aeroflot",douglas,douglas dc-2,,,5,5,0
8-Aug-37,"Chilang Point, Bias Bay, China China National Aviation Corporation",sikorsky,sikorsky s-43,,,11,3,0
10-Aug-37,"Daytona Beach, Florida Eastern Air Lines",douglas,douglas dc-2,,,9,4,0
23-Aug-37,"San Luis, Argentina Pan American Grace Airways",douglas,douglas dc-2,,,3,3,0
27-Aug-37,"Wau, Papua New Guinea Guinea Airways",stinson,stinson sr-7 reliant,,,1,1,1
1-Oct-37,"Phaleron Bay, Greece Imperial Airways",short,short empire flying boat,,,14,2,0
6-Oct-37,"Palembang, Netherlands Indies KLM Royal Dutch Airlines",douglas,douglas dc-3,,,11,4,0
17-Oct-37,"Haydens Peak, Wyoming United Air Lines",douglas,douglas dc-3,,,19,19,0
27-Oct-37,Off Western Africa Air France,dewoitine,dewoitine d-333,,,7,7,0
11-Nov-37,"Warsaw, Poland Lot Polish Airlines",lockheed,lockheed 10 electra,,,11,4,0
12-Nov-37,"Mannheim, Germany Deutsche Lufthansa",heinkel,heinkel he-111,,,12,10,0
12-Nov-37,"Warsaw, Poland LOT",lockheed,lockheed 10 electra,,,11,4,?
16-Nov-37,"Ostende, Belgium Sabena",junkers,junkers ju-52/3m,,,11,11,0
26-Nov-37,"Croydon, United Kingdom Deutsche Lufthansa",junkers,junkers ju-52,,,3,3,0
4-Dec-37,"Munich, Germany Ala Littoria",junkers,junkers ju-52,,,17,4,0
5-Dec-37,"Brindisi Harbor, Italy Imperial Airways",short,short empire flying boat,,,19,2,0
5-Dec-37,"Brindisi, Italy Imperial Airways",short,short s-23 (flying boat),,,8,2,0
8-Dec-37,"Saint Sauveur, France Air France",potez,potez 621,,,7,2,0
24-Dec-37,"Kasperske Hory, Czechoslovakia Air France",wibault,wibault 283-t12,,,3,3,0
4-Jan-38,"Frankfurt, Germany Lufthansa",junkers,junkers ju-38,,,6,6,0
10-Jan-38,"Bozeman, Montana Northwest Orient Airlines",lockheed,lockheed 14h super electra,,,10,10,0
11-Jan-38,"Pago Pago, U.S. Samoa Pan American World Airways",sikorsky,sikorsky s-42 (flying boat),,,7,7,0
12-Jan-38,"North Pine, Ontario, Canada General Airways",stinson,stinson reliant sr-9,,,1,1,0
2-Feb-38,"Off San Clemente Island, California Military - U.S. Navy / Military - U.S. Navy",consolidated,consolidated pby-2,consolidated pby-,consolidated pby-2 04062,14,11,0
5-Feb-38,"Kandalaksha, Russia TsAGI",,v6 (airship),,,19,13,0
9-Feb-38,"Guadalupe, Mexico Mexicana",lockheed,lockheed 10 electra,,,2,2,0
9-Feb-38,"Marseille, France Air France",lioré-et-olivier,lioré-et-olivier h-242,,,12,8,0
13-Feb-38,Mediterranean Sea Ala Littoria SA,cant,cant z-506,,,14,14,0
22-Feb-38,"Pontoise, France Deutsche Lufthansa",junkers,junkers ju.52,,,3,3,0
1-Mar-38,"Near Wawona, Cailifornia Trans Continental and Western Air",douglas,douglas dc-2-112,,,9,9,0
7-Mar-38,"Datia, India Air France",potez,potez 621,,,7,7,0
8-Mar-38,"Somerton, Australia Australian National Airways",de havilland,de havilland dh-60,,,1,1,0
23-Mar-38,"Corsavy, France Air France",dewoitine,dewoitine d-338,,,8,8,0
30-Apr-38,"Near Formia, Italy Ala Littoria",junkers,junkers ju-52,,,19,19,0
5-May-38,"Balbuena, Mexico Lineas Aéreas Mineras",lockheed,lockheed vega 5b,,,6,1,0
10-May-38,"Mangere, New Zealand United Airways of New Zealand",lockheed,lockheed 10 electra,,,2,2,0
16-May-38,"Near Saugus, California Northwest Orient Airlines",lockheed,lockheed 14-h2 super electra,,,9,9,0
22-May-38,"Sao Paulo, Brazil Cruzeiro do Sul",junkers,junkers ju-52/3m,,,17,6,0
24-May-38,"Cleveland, Ohio United Air Lines",douglas,douglas dst-a-207a,,,10,10,0
27-May-38,"Alberno Canal, BC, Canada Ginger Coote Airways",fairchild,fairchild 51,,,1,1,0
27-May-38,"Langeoog, Germany Deutsche Lufthansa",heinkel,heinkel 116,,,3,3,0
8-Jun-38,"Near Singida, Tanzania Wilson Airways",de havilland,de havilland dh-85,,,3,3,0
19-Jun-38,"Mount Mercedario, Chile Pan American Grace Airways",douglas,douglas dc-2,,,4,4,0
8-Jul-38,"Billings, Montana Northwest Orient Airlines",lockheed,lockheed 14 super electra,,,10,1,0
14-Jul-38,"Off Sardinia, Italy Ala Littoria",savoia-marchetti,savoia marchetti s-66,,,20,20,0
19-Jul-38,Andes Panagra,douglas,douglas dc-2,,,4,4,?
22-Jul-38,"Stulpica, Romania LOT Polish Airlines",lockheed,lockheed 14h super electra,,,14,14,0
27-Jul-38,"Kisumu, Kenya Imperial Airways",armstrong-withworth,armstrong-withworth atlanta,,,4,4,0
29-Jul-38,Pacific Ocean between Manila and Guam Pan American World Airways,martin,martin m-130 (flying boat),,,15,15,0
10-Aug-38,"Debrecen, Hungary Magyar Legiforagalmi",ford,ford tri-motor f-viii,,,12,12,0
10-Aug-38,"Shishijima, Japan Dai Nippon",douglas,douglas df-151,,,6,6,0
12-Aug-38,"Near San Andres Tuxtla, VeraCruz, Mexico Mexicana",lockheed,lockheed 10e electra,,,11,11,0
13-Aug-38,"Kiel, Germany CSA Czech Airlines",savoia-marchetti,savoia-marchetti sm73,,,17,16,0
15-Aug-38,"Guanabara, Brazil Syndicato Condor",junkers,junkers ju-52/3m,,,9,9,0
18-Aug-38,"Bucharest, Romania LOT Polish Airlines",lockheed,lockheed 14 super electra,,,7,0,0
18-Aug-38,"Montnago, Italy Macchi",macchi,macchi c-94,,,15,15,0
24-Aug-38,"Wangmoon, China China National Aviation Corporation",douglas,douglas dc-2,,,17,14,0
24-Aug-38,"Tokyo, Japan Japan Air / Japan Flying School",,unknown,,unknown,5,5,53
29-Aug-38,"Near Tucumcari, New Mexico Transcontinental &Western Air",ford,ford tri-motor,,,11,0,0
29-Aug-38,"Innisfail, Australia North Queensland Airways",de havilland,de havilland dh-84,,,9,5,0
1-Oct-38,"Off Bathurst, Gambia Deutsche Lufthansa",dornier,dornier do.18 (float plane),,,4,4,0
1-Oct-38,"Grisons, Switzerland Deutsche Lufthansa",junkers,junkers ju-52/3m,,,13,13,0
10-Oct-38,"Soest, Germany Sabena",savoia-marchetti,savoia-marchetti s-73p,,,20,20,0
25-Oct-38,"Mt. Dandenong, Australia Australian National Airways",douglas,douglas dc-2-112,,,18,18,0
2-Nov-38,"Somerset, England British Airways",lockheed,lockheed 14 electra,,,2,2,0
4-Nov-38,"Channel Islands, Jersey Jersey Airways",de havilland,de havilland dh-86,,,14,14,1
14-Nov-38,"Schiphol, Amsterdam KLM Royal Dutch Airlines",douglas,douglas dc-3,,,19,6,0
18-Nov-38,"Regina, Saskatchewan, Canada Trans Canada Air Lines",lockheed,lockheed 14 electra,,,2,2,0
26-Nov-38,"Bathurst, Gambia Deutsche Lufthansa",junkers,junkers ju90v2,,,15,12,0
27-Nov-38,"Bagdad, Iraq Imperial Airways",short,short empire flying boat,,,6,4,0
29-Nov-38,"Off Point Reyes, California United Air Lines",douglas,douglas dc 3-a-sb-3-g-14,,,7,5,0
2-Dec-38,"Mexico City, Mexico Mexicana",lockheed,lockheed 10e electra,,,8,8,0
8-Dec-38,"Off Kuba Island, Okinawa Japan Aviation Corporation",nakajima,nakajima a-t2,,,15,10,0
9-Dec-38,"Amsterdam, Netherlands KLM Royal Dutch Airlines",lockheed,lockheed 14-wf62 super electra,,,4,4,0
12-Dec-38,"Darwin, Australia Qantas",short,short s23 c class flying boat,,,13,13,0
7-Jan-39,"Paris, France Swissair",douglas,douglas dc-2-115b,,,17,5,0
13-Jan-39,"Rio de Janeiro, Brazil Syndicato Condor",junkers,junkers ju-52/3m,,,10,10,0
13-Jan-39,"Miles City, Montana Northwest Orient Airlines",lockheed,lockheed 14-h super electra,,,4,4,0
18-Jan-39,"Katherine, Australia Guinea Airways",lockheed,lockheed 14 electra,,,4,4,0
21-Jan-39,Atlantic Ocean between N.Y. and Bermuda Imperial Airways,short,short s-23 (flying boat),,,13,3,0
12-Feb-39,"Juneau, Alaska Marine Airways",fairchild,fairchild 71(amphibious),,,6,6,0
24-Feb-39,"Near Roubien, France Deutsche Lufthansa",junkers,junkers ju-52/3m,,,10,10,0
14-Mar-39,"Haren, Belgium Sabena",junkers,junkers ju-52,,,3,3,0
16-Mar-39,"Manzanares, Colombia Deutsche Lufthansa",junkers,junkers ju-86,,,8,8,0
18-Mar-39,"Near Adler, Washington Boeing Aircraft Company",boeing ,boeing 307 stratoliner,,,10,10,0
26-Mar-39,"Oklahoma City, Oklahoma Braniff Airlines",douglas,douglas dc-2-112,,,12,8,0
3-Apr-39,"Near Marrakech, Morocco Air France",caudron,caudron c.635 simoun,,,9,9,0
1-May-39,"Lumbo, Mozambique Imperial Airways",short,short s-23 empire flying boat,,,4,2,0
2-May-39,"Near Marrakech, Morocco Air France",dewoitine,dewoitine d-338,,,9,9,0
8-May-39,"Guayaquil, Ecuador Military - Ecuadorian Air Force",curtiss-wright,curtiss-wright c-14 osprey,,,1,1,22
